clean,hashtags,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,freq_anger,bi_anger,freq_anticipation,bi_anticipation,freq_disgust,bi_disgust,freq_fear,bi_fear,freq_joy,bi_joy,freq_love,bi_love,freq_optimism,bi_optimism,freq_pessimism,bi_pessimism,freq_sadness,bi_sadness,freq_surprise,bi_surprise,freq_trust,bi_trust
killed spider big sprayed spider guts like horror movie\n ugh,['ugh'],0,0,1,1,0,0,0,0,1,0,0,0.031138899105063136,0.0004363213264168323,0.019334532374100717,0.001054481546572935,0.03378864126527679,0.0008485362749257533,0.038121314237573714,0.0018623799255048034,0.02218621463293033,0.0,0.01457436237164624,0.0,0.018393172454384932,0.0,0.025872442839951864,0.0013460963206700569,0.02807283763277694,0.0005499205670292069,0.017473789316025962,0.0,0.015792154865002548,0.0
learning college atm sylvia plath stalin purges natural disasters gloomy,[],1,0,1,0,0,0,0,0,1,0,0,0.0023292877283314943,0.0004363213264168323,0.0013489208633093526,0.0,0.0032350826743350117,0.00042426813746287664,0.002527379949452401,0.0,0.003739249657235448,0.0,0.001987413050679033,0.0,0.002942907592701589,0.0,0.004512635379061372,0.0,0.007132018209408194,0.0005499205670292069,0.000998502246630055,0.0,0.0020376974019358125,0.0
actually chooses drink sparkling water thinkingface,[],0,1,0,0,0,0,0,0,0,0,0,0.004413387274733358,4.848014737964803e-05,0.006070143884892085,0.0008201523140011717,0.00455307931943446,4.714090416254184e-05,0.005265374894692502,9.801999607920016e-05,0.007104574348747352,0.0003012350637614218,0.004968532626697582,0.00016909029421711193,0.00544437904649794,0.00018407166523499817,0.003610108303249097,0.00014956625785222854,0.0036418816388467377,6.110228522546743e-05,0.0044932601098352475,0.0,0.005094243504839531,0.0003136762860727729
kimpiggie kristasaidthis every people make tipo terrible bullying trvial sad pensiveface,[],1,0,1,0,0,0,0,0,1,0,0,0.044011278656368766,0.0005817617685557764,0.014613309352517987,0.0,0.04648933620896238,0.0005185499457879603,0.026748104465037913,0.0,0.02093979808051851,0.0,0.015899304405432264,0.0,0.025603296056503824,0.0,0.036702767749699154,0.0,0.052352048558421856,0.0006721251374801417,0.00798801797304044,0.0,0.013245033112582781,0.0
jkrowling riverfeather207 donald trump white house shudder,['shudder'],0,0,1,1,0,0,0,0,1,0,0,0.012136815005516735,0.0001454404421389441,0.003372302158273381,0.0,0.013779055835130602,0.00042426813746287664,0.010741364785172706,0.0005881199764752011,0.004237816278200175,0.0,0.0029811195760185492,0.0,0.0030900529723366685,0.0,0.004512635379061372,0.0,0.007435508345978755,0.000427715996578272,0.004992511233150275,0.0,0.0015282730514518594,0.0
one step long work visa process relief onto next step expat,"['visa', 'expat']",0,0,0,0,1,0,1,0,0,0,0,0.022066936373666787,0.0,0.023156474820143883,0.0011716461628588166,0.020608674814282295,0.0,0.019376579612468407,0.000980199960792002,0.02692259753209522,0.0010041168792047394,0.015236833388539253,0.0,0.026486168334314303,0.0012271444348999877,0.018050541516245487,0.0,0.025493171471927163,6.110228522546743e-05,0.009485771342985522,0.0,0.01884870096790626,0.0
first day college feeling nervous,[],0,0,0,1,0,0,0,1,0,0,0,0.010788280004903766,4.848014737964803e-05,0.014613309352517985,0.00011716461628588167,0.010304337407141146,4.714090416254184e-05,0.03180286436394271,0.0005881199764752011,0.02667331422161286,0.00025102921980118485,0.021530308049022857,0.00033818058843422386,0.0214832254267216,0.00018407166523499817,0.01865222623345367,0.0005982650314089142,0.02078907435508346,0.0,0.00599101347978033,0.0,0.009169638308711155,0.0
someone needs tell candice stuck shitty pout wind changes gbbo,['GBBO'],1,0,1,0,0,0,0,0,1,0,0,0.020963589554983453,0.0005817617685557764,0.009442446043165468,0.0,0.02036903906062785,0.0005656908499505021,0.013058129738837406,0.0,0.012339523868876979,0.0,0.008943358728055647,0.0,0.012065921130076516,0.0,0.012334536702767752,0.0,0.01638846737481032,0.0005499205670292069,0.00798801797304044,0.0,0.005094243504839531,0.0
feels good get outside minute get fresh air hard stay cooped inside day breezy,['breezy'],0,0,0,0,1,0,1,0,0,0,0,0.051979894569081773,0.0,0.043839928057553955,0.0,0.05008387251377905,0.0005656908499505021,0.04296545914069082,0.0,0.07017325190078523,0.0013053519429661613,0.05134150380920836,0.00016909029421711193,0.07357268981753974,0.0015952877653699839,0.044524669073405534,0.0,0.05948406676783006,0.0,0.02596105841238143,0.0,0.043810494141619985,0.0
started week strong still going strong,[],0,0,0,0,1,0,1,0,0,0,0,0.021821748191737156,0.0,0.013489208633093526,0.0,0.020488856937455068,0.0,0.02169334456613311,0.0,0.019818023183347876,0.0005522642835626067,0.011593242795627692,0.0,0.021336080047086523,0.0006135722174499938,0.019855595667870034,0.0,0.02488619119878604,0.0,0.00798801797304044,0.0,0.015792154865002548,0.0
watch amazing lively broadcast thebrandonrobert musically,['musically'],0,1,0,0,1,0,1,0,0,1,0,0.0035552286379796493,0.0,0.022257194244604317,0.004803749267721149,0.004073807812125569,0.0,0.0033698399326032016,0.0,0.04973202044123146,0.008434581785319811,0.0423981450811527,0.009130875887724045,0.03251912889935256,0.005338078291814947,0.003910950661853189,0.0,0.004704097116843703,0.0,0.03394907638542187,0.010578512396694214,0.018848700967906265,0.004705144291091593
mlb joeybats19 sam dyson probably flashbacks right nightmare,['nightmare'],0,0,0,1,0,0,0,0,0,0,0,0.01115606227779821,0.0,0.006294964028776978,0.00070298769771529,0.01234124131320393,0.0,0.02169334456613311,0.0006861399725544013,0.005110307864888445,0.0,0.0033123550844650546,0.0,0.005002942907592702,0.0,0.009927797833935017,0.0,0.014264036418816389,0.0003666137113528046,0.002995506739890165,0.0,0.005094243504839531,0.0
anxiety,[],0,0,0,1,0,0,0,0,0,0,0,0.001716317273507417,0.0,0.0011241007194244604,0.0,0.0008387251377905584,0.0,0.020008424599831508,0.0,0.0012464165524118161,0.0,0.0009937065253395165,0.0,0.00264861683343143,0.0,0.006618531889290012,0.0,0.006525037936267072,0.0,0.0,0.0,0.0005094243504839531,0.0
reinervshunter got this staystrong smile yourebeautiful,"['staystrong', 'smile', 'yourebeautiful']",0,0,0,0,1,1,1,0,0,0,0,0.01115606227779821,0.0,0.011016187050359713,0.0,0.010663791037622813,0.0,0.005265374894692502,0.0,0.021189081391000873,0.00045185259564213277,0.026830076184166943,0.0015218126479540075,0.019864626250735727,0.0003681433304699963,0.0069193742478941035,0.0,0.010773899848254932,0.0,0.004992511233150275,0.0,0.009169638308711156,0.0
xbfdr yeah sure depressing talk parents phone instead talking downstairs,[],0,0,0,1,0,0,0,0,1,0,0,0.015079073188672305,0.0,0.008767985611510792,0.0,0.016175413371675055,0.0,0.015374894692502108,0.0008821799647128017,0.010594540695500435,0.0,0.006293474660483604,0.0,0.01088875809299588,0.0,0.02045728038507822,0.0,0.022761760242792112,0.0005499205670292069,0.0064902646030953574,0.0,0.006113092205807438,0.0
would give naked body afraid,['afraid'],0,0,0,1,0,0,0,0,0,0,0,0.015324261370601937,9.696029475929607e-05,0.015512589928057555,0.000351493848857645,0.016055595494847835,9.428180832508368e-05,0.02422072451558551,0.00039207998431680063,0.014583073663218248,0.0,0.011262007287181188,0.0,0.01692171865803414,0.00018407166523499817,0.013838748495788207,0.0,0.015781487101669198,0.0,0.007488766849725412,0.0009917355371900827,0.015282730514518594,0.0
everyday wake different spursofficial player signs contract extension love future coys,"['future', 'is', 'COYS']",0,0,0,0,1,1,1,0,0,0,0,0.00784602182174819,0.0,0.007643884892086331,0.001054481546572935,0.00826743350107836,0.0,0.007371524852569503,0.0,0.027545805808301134,0.0009539110352445025,0.060616098045710505,0.0032127155901251264,0.02472042377869335,0.0011657872131549884,0.009025270758122744,0.0,0.010470409711684371,0.0,0.0044932601098352475,0.0,0.01273560876209883,0.0
easportsfifa sports technical support team really suprised smilingfacewithsmilingeyes suprised shit,[],1,0,1,0,0,0,0,0,0,1,0,0.02169915410077234,0.0008726426528336646,0.011915467625899281,0.0,0.022286125089863405,0.0008485362749257533,0.012636899747262006,0.0,0.015081640284182973,0.0,0.011262007287181186,0.0,0.013390229546792231,0.0,0.014741275571600482,0.0013460963206700569,0.017602427921092564,0.0005499205670292069,0.0199700449326011,0.005950413223140496,0.008660213958227202,0.0
lindafrum sadly least years point even low info selfie lovers voted say enough enough,[],0,0,1,0,0,0,0,1,1,0,0,0.0221895304646316,0.0,0.01191546762589928,0.0,0.027558111670261204,0.0006128317541130439,0.013268744734625106,0.0,0.014583073663218248,0.0,0.01324942033786022,0.0,0.014714537963507945,0.0,0.02466907340553549,0.0019443613520789711,0.024886191198786038,0.0007943297079310766,0.010983524712930605,0.0,0.006622516556291391,0.0
changing hair shocking,['shocking'],0,0,0,1,0,0,0,0,1,1,0,0.008826774549466716,0.0,0.002922661870503597,0.00011716461628588167,0.008387251377905584,0.0,0.006107834877843302,0.00019603999215840032,0.001994266483858906,0.0,0.000662471016893011,0.0,0.0022071806945261918,0.0,0.0012033694344163659,0.0,0.005918057663125948,0.00012220457045093486,0.0309535696455317,0.0006611570247933885,0.0010188487009679063,0.0
yay old scientist builds robot assistant makes look like hot naked woman nothing alarming,[],0,0,0,0,1,0,0,0,0,0,0,0.03996567365452986,0.00019392058951859213,0.018884892086330936,0.00046865846514352667,0.04181643901270069,0.00018856361665016736,0.026116259477674812,0.00019603999215840032,0.034525738501807304,0.0009037051912842655,0.023186485591255385,0.0,0.028104767510300176,0.00024542888697999754,0.028880866425992777,0.00014956625785222854,0.03611532625189681,0.0001833068556764023,0.021467798302546182,0.0006611570247933885,0.0163015792154865,0.0
nra hillaryclinton never said anything taking away guns would stupid scare tactics gun salessickening,[],1,0,1,0,0,0,0,0,0,0,0,0.03775898001716318,0.0007272022106947205,0.023830935251798562,0.00011716461628588167,0.03666427030913012,0.0007071135624381275,0.027169334456613313,0.00019603999215840032,0.022061572977689146,0.0,0.015236833388539255,0.0,0.02589758681577398,0.0,0.02256317689530686,0.0002991325157044571,0.029590288315629744,6.110228522546743e-05,0.01597603594608088,0.0,0.0163015792154865,0.0
nickeaney hope refuse depressing,['depressing'],0,0,0,0,0,0,0,1,1,0,0,0.0041681990928037265,0.0,0.0020233812949640288,0.0,0.005631440210879463,0.0,0.004001684919966301,0.0,0.003988532967717812,0.0,0.003974826101358066,0.0,0.006032960565038258,0.0,0.0105294825511432,0.0004486987735566856,0.011684370257966616,0.0001833068556764023,0.0004992511233150275,0.0,0.0025471217524197657,0.0
mattstottwrites much outrage using female body sell something,[],1,0,1,0,0,0,0,0,0,0,0,0.018511707735687142,0.00033936103165753623,0.007868705035971224,0.0,0.017493410016774503,0.0003299863291377929,0.011162594776748105,0.0,0.014956998628941792,0.0,0.014574362371646245,0.0,0.011771630370806356,0.0,0.011732851985559567,0.0,0.013808801213960546,0.0,0.0064902646030953574,0.0,0.004584819154355578,0.0
skynews err wasnt gloomy 172 mio people gloomy remain brexit,"['remain', 'Brexit']",0,0,1,0,0,0,0,0,1,0,0,0.021208777736913084,0.0,0.00539568345323741,0.0,0.02372393961179008,0.00042426813746287664,0.010741364785172704,0.0,0.00934812414308862,0.0,0.00662471016893011,0.0,0.009858740435550323,0.0,0.013537906137184117,0.0,0.022003034901365705,0.0005499205670292069,0.00199700449326011,0.0,0.003565970453387672,0.0
weather making dread work tonight,[],0,0,1,1,0,0,0,1,1,0,0,0.009930121368150056,0.0,0.010566546762589928,0.0,0.010424155283968369,0.00018856361665016736,0.013058129738837406,0.00039207998431680063,0.012713448834600526,0.0,0.008612123219609143,0.0,0.011183048852266038,0.0,0.013537906137184117,0.0005982650314089142,0.014112291350531107,0.0002444091409018697,0.0044932601098352475,0.0,0.009169638308711156,0.0
trueaggiefan brian invite offended,['offended'],1,0,1,0,0,0,0,0,0,0,0,0.0076008336398185605,0.00024240073689824016,0.0011241007194244604,0.00023432923257176333,0.006589983225497245,0.00014142271248762553,0.00042122999157540015,0.0,0.0004985666209647265,0.0,0.0003312355084465055,0.0,0.0010300176574455562,0.0,0.0009025270758122744,0.0,0.003945371775417299,0.0,0.0004992511233150275,0.0,0.0005094243504839531,0.0
beetrootrabbit work awful reality tuesday verilyberrily emmmmerla thanks much coming,[],1,0,0,0,1,0,0,0,0,0,0,0.02317028319235013,0.0004363213264168323,0.009892086330935253,0.0,0.02264557872034508,0.0,0.014111204717775907,0.0,0.022435497943412687,0.0005020584396023697,0.02119907254057635,0.00016909029421711193,0.01603884638022366,6.135722174499939e-05,0.01444043321299639,0.0,0.02109256449165402,0.0,0.00599101347978033,0.0,0.013245033112582781,0.0003136762860727729
sees incense burner drugs,[],1,1,1,0,0,0,0,0,0,0,0,0.000980752727718524,0.0001454404421389441,0.0013489208633093524,0.000351493848857645,0.0008387251377905584,0.00014142271248762553,0.0,0.0,0.0011217748971706345,0.0,0.0009937065253395165,0.0,0.0011771630370806356,0.0,0.0015042117930204573,0.0,0.00030349013657056146,0.0,0.0014977533699450823,0.0,0.0005094243504839531,0.0
end day know kids never worry leaving twohearts,[],0,0,0,0,1,1,1,0,0,0,0,0.027706264558048303,9.696029475929607e-05,0.026528776978417268,0.0,0.027078840162952315,9.428180832508368e-05,0.026748104465037913,0.0,0.04013461298766048,0.00045185259564213277,0.03246107982775754,0.0013527223537368955,0.047086521483225424,0.0006135722174499938,0.02617328519855596,0.00014956625785222854,0.032625189681335355,0.00012220457045093486,0.01797304043934099,0.0,0.023942944472745795,0.0
tweeting sporadic wifi tube perilous,['perilous'],0,0,1,1,1,0,0,0,0,0,0,0.0006129704548240775,0.0,0.0002248201438848921,0.0,0.0017972681524083393,0.0003299863291377929,0.0014743049705139006,0.00039207998431680063,0.0013710582076529977,0.0003514409077216588,0.0,0.0,0.00014714537963507945,0.0,0.00030084235860409147,0.0,0.0006069802731411229,0.0,0.0,0.0,0.0010188487009679063,0.0
ahs6 every minutes saying nope nope gone move gtfo thank fear,"['ahs6', 'fear']",1,0,1,1,0,0,0,0,0,0,0,0.016795390462179722,0.0009211228002133126,0.00876798561151079,0.00011716461628588167,0.016295231248502275,0.0005185499457879603,0.03390901432181971,0.001078219956871202,0.018446964975694875,0.0,0.01391189135475323,0.0,0.02207180694526192,0.0,0.013838748495788209,0.0,0.015781487101669198,6.110228522546743e-05,0.0054917623564653024,0.0,0.016811003565970456,0.0
laureeenwillam cope sour face tiny pout poutingface poutingface,[],1,0,1,0,0,0,0,0,0,0,0,0.015569449552531566,0.0010665632423522567,0.005170863309352518,0.0005858230814294083,0.013898873711957825,0.0010370998915759204,0.002737994945240101,0.0,0.005234949520129627,0.0,0.003974826101358066,0.0,0.004120070629782225,0.0,0.0015042117930204573,0.0,0.005766312594840668,0.00030551142612733715,0.00199700449326011,0.0,0.0025471217524197657,0.0
roguefatale insult think look like psycho sane gotham freaks,[],1,0,0,0,0,0,0,0,0,0,0,0.03775898001716318,0.0005332816211761284,0.022482014388489208,0.00046865846514352667,0.03774263120057513,0.00018856361665016736,0.02316764953664701,0.0,0.02742116415305995,0.0002008233758409479,0.016230539913878766,0.0,0.024426133019423188,0.0,0.027978339350180504,0.00014956625785222854,0.03141122913505311,0.0001833068556764023,0.020968547179231155,0.0006611570247933885,0.01782985226693836,0.0
would give\nto feel sunlight face\nwhat would give\nto lost embrace headphone \n\n fallen,['Fallen'],0,0,0,0,1,1,1,0,1,0,0,0.029054799558661276,0.0,0.027652877697841725,0.0,0.029475197699496764,0.0,0.026116259477674812,0.0,0.029041505671195313,0.0006526759714830806,0.025836369658827428,0.0021981738248224546,0.03016480282519129,0.0007976438826849919,0.03219013237063778,0.0,0.040667678300455236,0.0007943297079310766,0.012980529206190715,0.0,0.023433520122261846,0.0
rocksolidshow patfrancis revolting cocks think sexy,['revolting'],0,1,0,0,1,1,0,0,0,0,1,0.008336398185607453,0.0,0.009892086330935253,0.0005858230814294083,0.00826743350107836,0.0,0.008003369839932602,0.0,0.006481366072541443,0.00025102921980118485,0.004306061609804571,0.0008454514710855597,0.006180105944673337,0.0,0.008724428399518652,0.0,0.008649468892261002,0.0,0.004992511233150275,0.0,0.008660213958227202,0.0015683814303638643
update yet hang miselizajane still hopeful optimism,['optimism'],0,0,0,0,0,0,1,0,0,0,0,0.010665685913938948,0.0,0.006070143884892086,0.0,0.011262880421758926,0.0,0.012636899747262004,0.0,0.014209148697494702,0.0,0.0076184166942696255,0.0,0.022071806945261917,0.0006749294391949932,0.012936221419975932,0.0,0.01487101669195751,0.0,0.004992511233150274,0.0,0.011716760061130923,0.0
day harvest16 listening sound chopper working way closer home mountaindairy makes farm365,"['harvest16', 'farm365']",0,0,0,0,1,0,0,0,0,0,0,0.019492460463405664,0.0,0.015512589928057553,0.0,0.020608674814282295,0.0,0.01790227464195451,0.0,0.03701857160663094,0.0010543227231649764,0.03444849287843657,0.001690902942171119,0.03428487345497351,0.0006135722174499938,0.01684717208182912,0.0,0.024582701062215478,0.0,0.009985022466300548,0.0,0.019867549668874173,0.0
mhchat sadness resentment past sadness fear future try live mhchat,['MHchat'],0,0,1,0,0,0,0,1,1,0,0,0.01201422091455192,0.0,0.00966726618705036,0.0,0.016774502755811167,0.00042426813746287664,0.030749789385004216,9.801999607920016e-05,0.012464165524118158,0.0,0.007949652202716132,0.0,0.02369040612124779,0.0,0.041817087845968715,0.0013460963206700569,0.04248861911987861,0.0006110228522546743,0.0024962556165751375,0.0,0.018339276617422316,0.0
corbyn loses walk crying corbyn supporter whisper\n\ndo mourn organise\n\nand laugh laugh,[],0,0,0,0,1,0,1,0,1,0,0,0.0036778227289444645,4.848014737964803e-05,0.0040467625899280575,0.00011716461628588167,0.0040738078121255695,0.0,0.0014743049705139006,0.0,0.010719182350741617,0.0005020584396023697,0.009605829744948658,0.0,0.009858740435550323,0.0006135722174499938,0.005415162454873647,0.0,0.012139605462822459,0.0006110228522546743,0.007488766849725412,0.0,0.004075394803871625,0.0
eamaddennfl easports played game john elway sacked fumbled john elway know,[],0,0,1,0,0,0,0,0,0,0,0,0.01691798455314454,0.0006787220633150725,0.014613309352517985,0.0,0.017972681524083392,0.0011785226040635461,0.014111204717775905,9.801999607920016e-05,0.014458432007977064,0.0,0.009605829744948658,0.0,0.01368452030606239,0.0,0.013838748495788207,0.0,0.014567526555386952,0.0007332274227056092,0.010484273589615577,0.0,0.009169638308711156,0.0
ramos ground shaking headers smirkingface,[],0,0,0,0,0,0,0,0,0,0,0,0.0011033468186833395,0.0,0.0020233812949640288,0.00011716461628588167,0.0015576323987538943,0.0,0.0035804549283909013,9.801999607920016e-05,0.002492833104823632,0.0,0.001987413050679033,0.0,0.0008828722778104767,0.0,0.0015042117930204573,0.0,0.0019726858877086497,0.0,0.0024962556165751375,0.0,0.0,0.0
may day filled peace love laughter have nice day full success jummah mubarak smilingfacewithhalo good morning hotbeverage waseembadami,"['peace', 'love', 'laughter', 'Success', 'Jummah']",0,0,0,0,1,1,1,0,0,0,0,0.02586735319357607,0.0,0.02607913669064748,0.0,0.02564102564102564,0.0,0.027801179443976413,9.801999607920016e-05,0.09572479122522745,0.0014559694748468722,0.11626366346472342,0.0040581670612106855,0.09226015303119481,0.001595287765369984,0.02527075812274368,0.0,0.03915022761760244,6.110228522546743e-05,0.011482775836245632,0.0,0.050942435048395324,0.0
sebbyd27850 nonsensical injustice blacks add destroying black property misdirected anger,[],1,0,1,0,0,0,0,0,0,0,0,0.020105430918229743,0.0004363213264168323,0.002473021582733813,0.0,0.015456506110711716,0.00042426813746287664,0.005265374894692502,0.0,0.002617474760064814,0.0,0.0023186485591255384,0.0,0.005150088287227781,0.0,0.004512635379061372,0.0,0.007132018209408194,0.0,0.000998502246630055,0.0,0.0025471217524197657,0.0
mixed emotions sadness anxietymaybe missingfriends growingupsucks lostfriends wheresthetruefriends complications,"['sadness', 'anxietymaybe', 'missingfriends', 'growingupsucks', 'lostfriends', 'wheresthetruefriends', 'complications']",0,0,0,1,0,0,0,0,1,0,0,0.001225940909648155,0.0,0.0004496402877697842,0.0,0.00227653965971723,0.0,0.0031592249368155014,0.0007841599686336015,0.001869624828617724,0.0,0.001324942033786022,0.0,0.004120070629782225,0.0,0.01022864019253911,0.0,0.014112291350531105,0.0004888182818037394,0.0,0.0,0.0020376974019358125,0.0
magical time year xmas party announced outrage commences got love silicon valley millennials,['outrage'],0,0,0,0,1,1,1,0,0,0,0,0.031751869559887215,0.0,0.020233812949640287,0.0,0.029115744069015098,0.0,0.018744734625105307,0.0,0.04773775395737255,0.0006024701275228437,0.07154686982444519,0.0020290835306053428,0.043407886992348446,0.0007362866609399926,0.02015643802647413,0.0,0.028831562974203338,0.0,0.00998502246630055,0.0,0.018848700967906265,0.0
ririmathew even fighting laughing probably serious ingrained issues facewithtearsofjoy huggingface,[],0,0,0,0,1,1,0,0,0,0,0,0.022312124555596422,0.0,0.012814748201438847,0.0,0.02468248262640786,0.0,0.010530749789385004,0.0,0.030537205534089493,0.00045185259564213277,0.01921165948989732,0.0015218126479540073,0.020158917010005883,0.0,0.015944645006016844,0.0,0.022306525037936266,0.0,0.023464802795806292,0.0,0.0056036678553234845,0.0
fear blocks blessings faith unlocks manup faith,"['ManUp', 'faith']",0,0,0,0,0,0,1,0,0,0,1,0.0028196640921907563,0.0,0.0020233812949640288,0.0,0.0031152647975077885,0.0,0.02464195450716091,0.0004900999803960008,0.005733516141094353,0.00025102921980118485,0.0029811195760185492,0.0,0.014861683343143025,0.0006749294391949932,0.0048134777376654635,0.0,0.003338391502276176,0.0,0.0004992511233150275,0.0,0.02343352012226184,0.0034504391468005015
free kick rooney awful,[],1,0,1,0,0,0,0,0,1,0,0,0.01274978546034081,0.0001454404421389441,0.0038219424460431656,0.0,0.013299784327821711,0.00014142271248762553,0.003369839932603201,0.0,0.004736382899164901,5.0205843960236973e-05,0.002649884067572044,0.0,0.0036786344908769863,6.135722174499939e-05,0.0030084235860409147,0.0,0.00819423368740516,0.0001833068556764023,0.00199700449326011,0.0,0.003056546102903719,0.0003136762860727729
bertgatti much cheer see winkingfacewithtongue facewithtearsofjoy facewithtearsofjoy,[],0,0,0,0,1,0,0,0,1,0,0,0.02488660046585755,0.0009211228002133126,0.018660071942446045,0.00046865846514352667,0.02671938653247064,0.001414227124876255,0.015374894692502108,9.801999607920016e-05,0.05758444472142589,0.0027613214178130335,0.03444849287843657,0.0006763611768684477,0.03708063566804003,0.0016566449871149834,0.02075812274368231,0.0007478312892611427,0.030197268588770868,0.001405352560185751,0.022965551672491265,0.001652892561983471,0.00967906265919511,0.0
lost blinders panic,['panic'],0,0,0,1,0,0,0,0,0,0,0,0.00600711045727596,0.0,0.004946043165467626,0.0,0.006589983225497244,0.0,0.016427969671440605,0.00019603999215840032,0.004113174622958992,0.0,0.003974826101358066,0.0,0.003972925250147145,0.0,0.01233453670276775,0.0,0.014567526555386949,6.110228522546743e-05,0.0029955067398901645,0.0,0.0020376974019358125,0.0
golfstrat rory starts would group look like hideki walker throw reed knox pine,[],0,1,0,0,0,0,0,0,0,0,0,0.03677822728944465,0.00019392058951859213,0.029001798561151072,0.0017574692442882246,0.03738317757009346,0.00018856361665016736,0.02506318449873631,0.0,0.031160413810295395,0.0002008233758409479,0.018880423981450817,0.0,0.028546203649205414,0.0,0.027376654632972324,0.00014956625785222854,0.0323216995447648,0.0001833068556764023,0.019470793809286072,0.0006611570247933885,0.01935812531839022,0.0
unwomen justintrudeau canadianpm trudeau endulging outrage culture preaching issues hominem never quanitfying,[],1,0,1,0,0,0,0,0,0,0,0,0.016795390462179725,0.0005332816211761284,0.005845323741007194,0.0,0.01545650611071172,0.0005185499457879603,0.006950294860994103,0.0,0.006232082762059081,0.0,0.004968532626697582,0.0,0.011330194231901118,0.0,0.007220216606498195,0.0,0.009559939301972686,0.0,0.003494757863205192,0.0,0.004584819154355578,0.0
awe,[],0,0,0,1,0,0,0,0,0,1,0,0.000490376363859262,0.0,0.0008992805755395684,0.0,0.0004792715073088905,0.0,0.0014743049705139006,0.0,0.003988532967717812,0.0,0.005631003643590593,0.0,0.0020600353148911123,0.0,0.0009025270758122744,0.0,0.0018209408194233688,0.0,0.0024962556165751375,0.0,0.0025471217524197657,0.0
ryanwilson2015 compatibility key lowers hedonic volatility,[],0,1,0,0,0,0,1,0,0,0,0,0.0001225940909648155,0.0,0.0017985611510791364,0.0005858230814294083,0.00011981787682722263,0.0,0.0006318449873631002,0.0,0.0004985666209647265,0.0,0.0,0.0,0.0017657445556209534,0.0003067861087249969,0.0009025270758122744,0.0,0.0004552352048558422,0.0,0.0,0.0,0.0015282730514518594,0.0
multitasking may induce seeds mine sleep restless,['restless'],0,0,1,0,0,0,0,1,1,0,0,0.003923010910874096,0.0,0.0038219424460431656,0.0,0.0050323508267433505,0.00028284542497525106,0.006318449873631003,0.0,0.004487099588682538,0.0,0.00364359059291156,0.0,0.004855797527957622,0.0,0.009326113116726835,0.0008973975471133713,0.008801213960546282,0.0003666137113528046,0.00199700449326011,0.0,0.0025471217524197657,0.0
gone make wan start new shit today facewithtearsofjoy loudlycryingface,[],1,0,1,0,0,0,0,0,1,0,0,0.044379060929263206,0.0006302419159354244,0.0339478417266187,0.000351493848857645,0.0439731607955907,0.000612831754113044,0.028643639427127214,9.801999607920016e-05,0.05858157796335535,0.0003012350637614218,0.031136137793971515,0.0,0.0509123013537375,0.00018407166523499817,0.03219013237063779,0.0,0.049165402124430956,0.0006110228522546743,0.028457314028956567,0.00033057851239669424,0.02445236882322975,0.0
bell bellsupport cancelling home fibe internet afternoon soon arrange alternate internet angry fedup,"['angry', 'fedup']",1,0,1,0,0,0,0,0,0,0,0,0.021699154100772344,0.0010665632423522567,0.005620503597122302,0.0,0.01929067816918284,0.0010370998915759208,0.005054759898904802,0.0,0.007727782624953259,0.0,0.0076184166942696255,0.0,0.0073572689817539725,0.0,0.005114320096269555,0.0,0.013808801213960546,0.0006110228522546743,0.00199700449326011,0.0,0.003565970453387672,0.0
bring interview hospital tho seenoevilmonkey seenoevilmonkey,[],0,1,0,0,0,0,1,0,0,0,0,0.005026357729557436,9.696029475929607e-05,0.005845323741007194,0.0005858230814294083,0.004433261442607237,9.428180832508368e-05,0.007792754844144902,0.000686139972554401,0.006606007727782625,0.0001506175318807109,0.0023186485591255384,0.00016909029421711193,0.006032960565038258,0.00036814333046999634,0.0057160048134777385,0.0010469638049655997,0.005462822458270107,0.000427715996578272,0.0034947578632051925,0.0,0.0020376974019358125,0.0
know great gbbo contestants helping cheering important,['GBBO'],0,0,0,0,1,1,1,0,0,0,0,0.014220914551918599,0.0,0.015287769784172664,0.0,0.013898873711957823,0.0,0.016006739679865208,0.0,0.025800822634924586,0.0003012350637614218,0.019874130506790332,0.0010145417653026716,0.02383755150088287,0.0003681433304699963,0.015042117930204574,0.0,0.015326251896813357,0.0,0.015476784822765852,0.0,0.015282730514518596,0.0
teamshanny legit furious people fucking idiots,[],1,0,1,0,0,0,0,0,0,0,0,0.03493931592497242,0.00033936103165753623,0.005845323741007195,0.0,0.032111190989695663,0.00032998632913779286,0.012847514743049704,0.0,0.007104574348747351,0.0,0.00364359059291156,0.0,0.0072101236021188935,0.0,0.01022864019253911,0.0,0.017450682852807285,0.0,0.002995506739890165,0.0,0.003056546102903719,0.0
xemitsellsmagic add tracking resent,[],1,1,1,0,0,0,0,0,0,0,0,0.002697070001225941,0.0001454404421389441,0.0017985611510791368,0.000351493848857645,0.0025161754133716753,0.00014142271248762553,0.00042122999157540015,0.0,0.0004985666209647265,0.0,0.000662471016893011,0.0,0.0005885815185403178,0.0,0.0006016847172081829,0.0,0.0007587253414264037,0.0,0.0,0.0,0.0005094243504839531,0.0
